Agro_ecology,Site,Month,Year,TempMaxi,TempMini,RHMaxi,RHMini,Rainfall,Attractant,Trap,B_dorsa
NGS,Parakou,October,2007,33.1,21.8,94,56,112.5,ME,1,71
NGS,Parakou,June,2010,31.4,23,94,61,280.1,ME,1,3138
NGS,Parakou,July,2010,29.1,21.9,94,67,135,ME,1,5959
NGS,Parakou,October,2007,33.1,21.8,94,56,112.5,ME,2,54
NGS,Parakou,June,2010,31.4,23,94,61,280.1,ME,2,3635
NGS,Parakou,July,2010,29.1,21.9,94,67,135,ME,2,1908
NGS,Parakou,June,2010,31.4,23,94,61,280.1,ME,3,5348
NGS,Parakou,July,2010,29.1,21.9,94,67,135,ME,3,4040
SGS,Akofodjoule,April,2005,34.9,24.1,94,56,171,ME,1,80
SGS,Akofodjoule,August,2008,29.9,22.1,94,66.4,209.2,ME,1,1580
SGS,Akofodjoule,June,2009,32.2,23,94,58,0,ME,1,3055
SGS,Akofodjoule,July,2009,30.7,22.4,94,63,271.2,ME,1,769
SGS,Akofodjoule,August,2009,29.1,22.3,94,70,136.4,ME,1,799
SGS,Akofodjoule,September,2009,30.5,22.2,94,65,73.1,ME,1,295
SGS,Akofodjoule,August,2010,30.2,22.4,94,66,208,ME,1,541
SGS,Akofodjoule,August,2008,29.9,22.1,94,66.4,209.2,ME,2,1986
SGS,Akofodjoule,June,2009,32.2,23,94,58,0,ME,2,2669
SGS,Akofodjoule,July,2009,30.7,22.4,94,63,271.2,ME,2,636
SGS,Akofodjoule,August,2009,29.1,22.3,94,70,136.4,ME,2,711
SGS,Akofodjoule,September,2009,30.5,22.2,94,65,73.1,ME,2,279
SGS,Akofodjoule,August,2010,30.2,22.4,94,66,208,ME,2,731
SGS,Akofodjoule,June,2009,32.2,23,94,58,0,ME,3,3287
SGS,Akofodjoule,July,2009,30.7,22.4,94,63,271.2,ME,3,1318
SGS,Akofodjoule,August,2009,29.1,22.3,94,70,136.4,ME,3,927
SGS,Akofodjoule,September,2009,30.5,22.2,94,65,73.1,ME,3,160
SGS,Akofodjoule,August,2010,30.2,22.4,94,66,208,ME,3,495
SGS,Alafiarou1,June,2010,31.4,23,94,61,168.7,ME,1,9220
SGS,Alafiarou1,July,2010,29.1,21.9,94,67,205.6,ME,1,2424
SGS,Alafiarou1,June,2010,31.4,23,94,61,168.7,ME,2,12872
SGS,Alafiarou1,July,2010,29.1,21.9,94,67,205.6,ME,2,3209
SGS,Alafiarou1,June,2010,31.4,23,94,61,168.7,ME,3,9262
SGS,Alafiarou1,July,2010,29.1,21.9,94,67,205.6,ME,3,3253
SGS,Alafiarou2,June,2010,31.4,23,94,61,168.7,ME,1,12474
SGS,Alafiarou2,July,2010,29.1,21.9,94,67,205.6,ME,1,4712
SGS,Alafiarou2,June,2010,31.4,23,94,61,168.7,ME,2,11357
SGS,Alafiarou2,July,2010,29.1,21.9,94,67,205.6,ME,2,4132
SGS,Alafiarou2,June,2010,31.4,23,94,61,168.7,ME,3,9885
SGS,Alafiarou2,July,2010,29.1,21.9,94,67,205.6,ME,3,4969
SGS,Bassila,June,2005,31.3,22.4,94,59,0,ME,1,11230
SGS,Bassila,October,2006,33,22.1,94,58,80.2,ME,1,344
SGS,Bassila,October,2007,33.1,21.8,94,56,67.8,ME,1,1230
SGS,Bassila,March,2006,31.3,22.4,94,59,0,ME,2,322
SGS,Bassila,July,2007,33,22.1,94,58,80.2,ME,2,8773
SGS,Bassila,July,2008,33.1,21.8,94,56,67.8,ME,2,6860
SGS,Bassila,May,2007,31.3,22.4,94,59,0,ME,3,4939
SGS,Bassila,September,2008,33,22.1,94,58,80.2,ME,3,135
SGS,Bassila,September,2009,33.1,21.8,94,56,67.8,ME,3,473
SGS,Mondjigangan,August,2010,30.2,22.4,94,66,208,ME,1,2147
SGS,Mondjigangan,August,2010,30.2,22.4,94,66,208,ME,2,1101
SGS,Mondjigangan,August,2010,30.2,22.4,94,66,208,ME,3,1015
SGS,Tchourou1,June,2010,31.4,23,94,61,168.7,ME,1,16773
SGS,Tchourou1,July,2010,29.1,21.9,94,67,205.6,ME,1,4421
SGS,Tchourou1,June,2010,31.4,23,94,61,168.7,ME,2,20479
SGS,Tchourou1,July,2010,29.1,21.9,94,67,205.6,ME,2,4909
SGS,Tchourou1,June,2010,31.4,23,94,61,168.7,ME,3,11959
SGS,Tchourou1,July,2010,29.1,21.9,94,67,205.6,ME,3,3306
SGS,Tchourou2,June,2010,31.4,23,94,61,168.7,ME,1,16260
SGS,Tchourou2,July,2010,29.1,21.9,94,67,205.6,ME,1,3913
SGS,Tchourou2,June,2010,31.4,23,94,61,168.7,ME,2,13119
SGS,Tchourou2,July,2010,29.1,21.9,94,67,205.6,ME,2,3370
SGS,Tchourou2,June,2010,31.4,23,94,61,168.7,ME,3,18354
SGS,Tchourou2,July,2010,29.1,21.9,94,67,205.6,ME,3,3881
FSM,Ketou,May,2008,33.3,23.6,93.7,53.5,50.2,ME,1,9716
FSM,Ketou,May,2008,33.3,23.6,93.7,53.5,50.2,ME,2,8638
FSM,Lalo,May,2008,33.3,23.6,93.7,53.5,137.5,ME,1,1019
FSM,Lalo,May,2008,33.3,23.6,93.7,53.5,137.5,ME,2,991
NGS,Ndali,June,2008,32.6,21.8,93.7,57.2,295.3,ME,1,516
NGS,Ndali,June,2008,32.6,21.8,93.7,57.2,295.3,ME,2,860
NGS,Ndali,June,2008,32.6,21.8,93.7,57.2,295.3,ME,3,1635
NGS,Parakou,June,2008,32.6,21.8,93.7,57.2,295.3,ME,1,1283
NGS,Parakou,June,2008,32.6,21.8,93.7,57.2,295.3,ME,2,1085
SGS,Bassila,June,2008,32.6,21.8,93.7,57.2,236.3,ME,1,3964
SGS,Bassila,March,2009,32.6,21.8,93.7,57.2,236.3,ME,2,2753
FSM,Ketou,December,2007,34.5,23.5,93.4,42.5,31.9,ME,1,113
FSM,Ketou,April,2008,34.5,24.4,93.4,50.7,76.3,ME,1,493
FSM,Ketou,December,2007,34.5,23.5,93.4,42.5,31.9,ME,2,81
FSM,Ketou,April,2008,34.5,24.4,93.4,50.7,76.3,ME,2,552
FSM,Lalo,December,2007,34.5,23.5,93.4,42.5,3.5,ME,1,165
FSM,Lalo,April,2008,34.5,24.4,93.4,50.7,106.3,ME,1,427
FSM,Lalo,December,2007,34.5,23.5,93.4,42.5,3.5,ME,2,263
FSM,Lalo,April,2008,34.5,24.4,93.4,50.7,106.3,ME,2,738
SGS,Akofodjoule,June,2008,31.8,22.4,93.4,59.8,150.4,ME,1,2769
SGS,Akofodjoule,June,2008,31.8,22.4,93.4,59.8,150.4,ME,2,3393
FSM,Ketou,February,2009,35.8,24.7,93,43,22.3,ME,1,100
FSM,Ketou,March,2009,35.4,24.9,93,50,66.4,ME,1,551
FSM,Ketou,January,2010,37.5,23.5,93,40,0,ME,1,106
FSM,Ketou,February,2009,35.8,24.7,93,43,22.3,ME,2,146
FSM,Ketou,March,2009,35.4,24.9,93,50,66.4,ME,2,536
FSM,Ketou,January,2010,37.5,23.5,93,40,0,ME,2,126
FSM,Ketou,March,2009,35.4,24.9,93,50,66.4,ME,3,340
FSM,Ketou,January,2010,37.5,23.5,93,40,0,ME,3,27
FSM,Lalo,April,2007,35,24.9,93,50,107.1,ME,1,337
FSM,Lalo,February,2009,35.8,24.7,93,43,0,ME,1,47
FSM,Lalo,March,2009,35.4,24.9,93,50,0,ME,1,73
FSM,Lalo,February,2010,35.8,24.7,93,43,83.5,ME,1,24
FSM,Lalo,March,2010,35.4,24.9,93,50,159.7,ME,1,90
FSM,Lalo,April,2007,35,24.9,93,50,107.1,ME,2,404
FSM,Lalo,February,2009,35.8,24.7,93,43,0,ME,2,34
FSM,Lalo,March,2009,35.4,24.9,93,50,0,ME,2,31
FSM,Lalo,February,2010,35.8,24.7,93,43,83.5,ME,2,21
FSM,Lalo,March,2010,35.4,24.9,93,50,159.7,ME,2,65
NGS,Natitingou,October,2005,33.1,20.6,93,47,107.9,ME,1,856
NGS,Natitingou,May,2007,33.1,23,93,60,153.9,ME,1,471
NGS,Natitingou,June,2007,31.8,22.2,93,62,138.3,ME,1,3480
NGS,Natitingou,May,2007,33.1,23,93,60,153.9,ME,2,526
NGS,Natitingou,June,2007,31.8,22.2,93,62,138.3,ME,2,2113
NGS,Natitingou,May,2007,33.1,23,93,60,153.9,ME,3,578
NGS,Natitingou,June,2007,31.8,22.2,93,62,138.3,ME,3,2549
NGS,Ndali,October,2005,33.3,22,93,53,85.4,ME,1,416
NGS,Ndali,June,2006,32.9,22.2,93,56,163.4,ME,1,2140
NGS,Ndali,July,2006,32,22.3,93,61,155.3,ME,1,12030
NGS,Ndali,October,2008,33.5,21.8,93,50.6,90.5,ME,1,762
NGS,Ndali,June,2009,31.3,22.4,93,58,174.7,ME,1,4045
NGS,Ndali,May,2010,32.5,23.3,93,58,0,ME,1,570
NGS,Ndali,June,2006,32.9,22.2,93,56,163.4,ME,2,2920
NGS,Ndali,July,2006,32,22.3,93,61,155.3,ME,2,8660
NGS,Ndali,October,2008,33.5,21.8,93,50.6,90.5,ME,2,662
NGS,Ndali,June,2009,31.3,22.4,93,58,174.7,ME,2,3159
NGS,Ndali,May,2010,32.5,23.3,93,58,0,ME,2,475
NGS,Ndali,October,2008,33.5,21.8,93,50.6,90.5,ME,3,766
NGS,Ndali,June,2009,31.3,22.4,93,58,174.7,ME,3,5976
NGS,Ndali,May,2010,32.5,23.3,93,58,0,ME,3,744
NGS,Papatia,May,2007,33.1,23,93,60,153.9,ME,1,467
NGS,Papatia,June,2007,31.8,22.2,93,62,138.3,ME,1,11008
NGS,Papatia,May,2007,33.1,23,93,60,153.9,ME,2,375
NGS,Papatia,June,2007,31.8,22.2,93,62,138.3,ME,2,21848
NGS,Parakou,October,2008,33.5,21.8,93,50.6,90.5,ME,1,666
NGS,Parakou,June,2009,31.3,22.4,93,58,174.7,ME,1,2722
NGS,Parakou,May,2010,32.5,23.3,93,58,0,ME,1,643
NGS,Parakou,October,2008,33.5,21.8,93,50.6,90.5,ME,2,459
NGS,Parakou,June,2009,31.3,22.4,93,58,174.7,ME,2,2909
NGS,Parakou,May,2010,32.5,23.3,93,58,0,ME,2,608
NGS,Parakou,June,2009,31.3,22.4,93,58,174.7,ME,3,9328
NGS,Parakou,May,2010,32.5,23.3,93,58,0,ME,3,1123
SGS,Akofodjoule,November,2005,36.3,23.4,93,39,0,ME,1,709
SGS,Akofodjoule,October,2009,32.3,22.7,93,59,88.4,ME,1,29
SGS,Akofodjoule,October,2009,32.3,22.7,93,59,88.4,ME,2,27
SGS,Akofodjoule,October,2009,32.3,22.7,93,59,88.4,ME,3,16
SGS,Alafiarou1,June,2009,31.3,22.4,93,58,149.4,ME,1,2404
SGS,Alafiarou1,May,2010,32.5,23.3,93,58,0,ME,1,1131
SGS,Alafiarou1,June,2009,31.3,22.4,93,58,149.4,ME,2,2270
SGS,Alafiarou1,May,2010,32.5,23.3,93,58,0,ME,2,2128
SGS,Alafiarou1,June,2009,31.3,22.4,93,58,149.4,ME,3,2746
SGS,Alafiarou1,May,2010,32.5,23.3,93,58,0,ME,3,1371
SGS,Alafiarou2,June,2009,31.3,22.4,93,58,149.4,ME,1,4669
SGS,Alafiarou2,May,2010,32.5,23.3,93,58,0,ME,1,1055
SGS,Alafiarou2,June,2009,31.3,22.4,93,58,149.4,ME,2,7613
SGS,Alafiarou2,May,2010,32.5,23.3,93,58,0,ME,2,555
SGS,Alafiarou2,June,2009,31.3,22.4,93,58,149.4,ME,3,7423
SGS,Alafiarou2,May,2010,32.5,23.3,93,58,0,ME,3,576
SGS,Bassila,October,2005,33.3,22,93,53,112.5,ME,1,148
SGS,Bassila,June,2006,32.9,22.2,93,56,108.8,ME,1,8941
SGS,Bassila,July,2006,32,22.3,93,61,91,ME,1,6396
SGS,Bassila,October,2008,33.5,21.8,93,50.6,62.2,ME,1,443
SGS,Bassila,June,2009,31.3,22.4,93,58,0,ME,1,8820
SGS,Bassila,July,2006,33.3,22,93,53,112.5,ME,2,5310
SGS,Bassila,March,2007,32.9,22.2,93,56,108.8,ME,2,33
SGS,Bassila,April,2007,32,22.3,93,61,91,ME,2,480
SGS,Bassila,July,2009,33.5,21.8,93,50.6,62.2,ME,2,3683
SGS,Bassila,March,2010,31.3,22.4,93,58,0,ME,2,445
SGS,Bassila,September,2007,33.3,22,93,53,112.5,ME,3,1760
SGS,Bassila,May,2008,32.9,22.2,93,56,108.8,ME,3,3260
SGS,Bassila,June,2008,32,22.3,93,61,91,ME,3,4409
SGS,Tchourou1,June,2009,31.3,22.4,93,58,149.4,ME,1,9626
SGS,Tchourou1,May,2010,32.5,23.3,93,58,0,ME,1,4194
SGS,Tchourou1,June,2009,31.3,22.4,93,58,149.4,ME,2,13383
SGS,Tchourou1,May,2010,32.5,23.3,93,58,0,ME,2,5732
SGS,Tchourou1,June,2009,31.3,22.4,93,58,149.4,ME,3,9088
SGS,Tchourou1,May,2010,32.5,23.3,93,58,0,ME,3,4338
SGS,Tchourou2,June,2009,31.3,22.4,93,58,149.4,ME,1,8443
SGS,Tchourou2,May,2010,32.5,23.3,93,58,0,ME,1,3356
SGS,Tchourou2,June,2009,31.3,22.4,93,58,149.4,ME,2,6797
SGS,Tchourou2,May,2010,32.5,23.3,93,58,0,ME,2,2305
SGS,Tchourou2,June,2009,31.3,22.4,93,58,149.4,ME,3,13315
SGS,Tchourou2,May,2010,32.5,23.3,93,58,0,ME,3,3363
FSM,Ketou,March,2008,35.6,24.8,92.4,45.3,20.7,ME,1,147
FSM,Ketou,March,2008,35.6,24.8,92.4,45.3,20.7,ME,2,101
FSM,Lalo,March,2008,35.6,24.8,92.4,45.3,141.2,ME,1,33
FSM,Lalo,March,2008,35.6,24.8,92.4,45.3,141.2,ME,2,35
NGS,Natitingou,May,2008,33.7,22.7,92.2,62.5,135.1,ME,1,14
NGS,Natitingou,May,2008,33.7,22.7,92.2,62.5,135.1,ME,2,53
NGS,Natitingou,May,2008,33.7,22.7,92.2,62.5,135.1,ME,3,24
NGS,Papatia,May,2008,33.7,22.7,92.2,62.5,135.1,ME,1,20
NGS,Papatia,May,2008,33.7,22.7,92.2,62.5,135.1,ME,2,17
FSM,Ketou,February,2010,37.2,25.6,92,37,92,ME,1,35
FSM,Ketou,March,2010,35.5,25.7,92,47,47.7,ME,1,359
FSM,Ketou,February,2010,37.2,25.6,92,37,92,ME,2,42
FSM,Ketou,March,2010,35.5,25.7,92,47,47.7,ME,2,229
FSM,Ketou,February,2010,37.2,25.6,92,37,92,ME,3,71
FSM,Ketou,March,2010,35.5,25.7,92,47,47.7,ME,3,178
NGS,Ndali,May,2006,34.1,22.7,92,53,149.2,ME,1,441
NGS,Ndali,June,2007,32.4,22.3,92,58,169.4,ME,1,1326
NGS,Ndali,July,2009,29.5,21.7,92,65,206.7,ME,1,3934
NGS,Ndali,August,2009,28.9,22.1,92,66,252,ME,1,2195
NGS,Ndali,May,2006,34.1,22.7,92,53,149.2,ME,2,271
NGS,Ndali,June,2007,32.4,22.3,92,58,169.4,ME,2,1386
NGS,Ndali,July,2009,29.5,21.7,92,65,206.7,ME,2,3340
NGS,Ndali,August,2009,28.9,22.1,92,66,252,ME,2,1362
NGS,Ndali,June,2007,32.4,22.3,92,58,169.4,ME,3,1203
NGS,Ndali,July,2009,29.5,21.7,92,65,206.7,ME,3,3420
NGS,Ndali,August,2009,28.9,22.1,92,66,252,ME,3,1394
NGS,Parakou,June,2007,32.4,22.3,92,58,169.4,ME,1,8832
NGS,Parakou,July,2009,29.5,21.7,92,65,206.7,ME,1,1047
NGS,Parakou,August,2009,28.9,22.1,92,66,252,ME,1,528
NGS,Parakou,June,2007,32.4,22.3,92,58,169.4,ME,2,7946
NGS,Parakou,July,2009,29.5,21.7,92,65,206.7,ME,2,1202
NGS,Parakou,August,2009,28.9,22.1,92,66,252,ME,2,474
NGS,Parakou,July,2009,29.5,21.7,92,65,206.7,ME,3,5217
NGS,Parakou,August,2009,28.9,22.1,92,66,252,ME,3,619
SGS,Akofodjoule,March,2005,36.5,24.5,92,48,40.7,ME,1,4
SGS,Akofodjoule,January,2006,35.8,23.8,92,44,46.1,ME,1,407
SGS,Akofodjoule,April,2007,35,24.4,92,51,125.8,ME,1,73
SGS,Akofodjoule,May,2008,33.8,22.9,92,51.4,184.4,ME,1,2216
SGS,Akofodjoule,April,2009,34.1,23.3,92,53,164.3,ME,1,574
SGS,Akofodjoule,May,2009,37,23.6,92,53,83.5,ME,1,5472
SGS,Akofodjoule,May,2010,33.6,24.1,92,57,123.1,ME,1,2927
SGS,Akofodjoule,June,2010,32.9,23.8,92,57,143.4,ME,1,3794
SGS,Akofodjoule,April,2007,35,24.4,92,51,125.8,ME,2,129
SGS,Akofodjoule,May,2008,33.8,22.9,92,51.4,184.4,ME,2,2206
SGS,Akofodjoule,April,2009,34.1,23.3,92,53,164.3,ME,2,558
SGS,Akofodjoule,May,2009,37,23.6,92,53,83.5,ME,2,7415
SGS,Akofodjoule,May,2010,33.6,24.1,92,57,123.1,ME,2,4744
SGS,Akofodjoule,June,2010,32.9,23.8,92,57,143.4,ME,2,2323
SGS,Akofodjoule,April,2009,34.1,23.3,92,53,164.3,ME,3,401
SGS,Akofodjoule,May,2009,37,23.6,92,53,83.5,ME,3,4804
SGS,Akofodjoule,May,2010,33.6,24.1,92,57,123.1,ME,3,5522
SGS,Akofodjoule,June,2010,32.9,23.8,92,57,143.4,ME,3,2658
SGS,Alafiarou1,July,2009,29.5,21.7,92,65,312.1,ME,1,4332
SGS,Alafiarou1,August,2009,28.9,22.1,92,66,129,ME,1,153
SGS,Alafiarou1,July,2009,29.5,21.7,92,65,312.1,ME,2,3946
SGS,Alafiarou1,August,2009,28.9,22.1,92,66,129,ME,2,330
SGS,Alafiarou1,July,2009,29.5,21.7,92,65,312.1,ME,3,4752
SGS,Alafiarou1,August,2009,28.9,22.1,92,66,129,ME,3,310
SGS,Alafiarou2,July,2009,29.5,21.7,92,65,312.1,ME,1,6264
SGS,Alafiarou2,August,2009,28.9,22.1,92,66,129,ME,1,634
SGS,Alafiarou2,July,2009,29.5,21.7,92,65,312.1,ME,2,6545
SGS,Alafiarou2,August,2009,28.9,22.1,92,66,129,ME,2,845
SGS,Alafiarou2,July,2009,29.5,21.7,92,65,312.1,ME,3,7950
SGS,Alafiarou2,August,2009,28.9,22.1,92,66,129,ME,3,1090
SGS,Bassila,May,2006,34.1,22.7,92,53,168.7,ME,1,2567
SGS,Bassila,June,2007,32.4,22.3,92,58,117.2,ME,1,25301
SGS,Bassila,July,2009,29.5,21.7,92,65,182,ME,1,4273
SGS,Bassila,August,2009,28.9,22.1,92,66,198.7,ME,1,860
SGS,Bassila,February,2007,34.1,22.7,92,53,168.7,ME,2,19
SGS,Bassila,March,2008,32.4,22.3,92,58,117.2,ME,2,27
SGS,Bassila,April,2008,34.1,22.7,92,53,168.7,ME,3,75
SGS,Bassila,May,2009,32.4,22.3,92,58,117.2,ME,3,14519
SGS,Mondjigangan,May,2010,33.6,24.1,92,57,123.1,ME,1,6618
SGS,Mondjigangan,June,2010,32.9,23.8,92,57,143.4,ME,1,7456
SGS,Mondjigangan,May,2010,33.6,24.1,92,57,123.1,ME,2,2872
SGS,Mondjigangan,June,2010,32.9,23.8,92,57,143.4,ME,2,5643
SGS,Mondjigangan,May,2010,33.6,24.1,92,57,123.1,ME,3,3222
SGS,Mondjigangan,June,2010,32.9,23.8,92,57,143.4,ME,3,4902
SGS,Tchourou1,July,2009,29.5,21.7,92,65,312.1,ME,1,4365
SGS,Tchourou1,August,2009,28.9,22.1,92,66,129,ME,1,351
SGS,Tchourou1,July,2009,29.5,21.7,92,65,312.1,ME,2,5839
SGS,Tchourou1,August,2009,28.9,22.1,92,66,129,ME,2,452
SGS,Tchourou1,July,2009,29.5,21.7,92,65,312.1,ME,3,4198
SGS,Tchourou1,August,2009,28.9,22.1,92,66,129,ME,3,380
SGS,Tchourou2,July,2009,29.5,21.7,92,65,312.1,ME,1,7259
SGS,Tchourou2,August,2009,28.9,22.1,92,66,129,ME,1,274
SGS,Tchourou2,July,2009,29.5,21.7,92,65,312.1,ME,2,6062
SGS,Tchourou2,August,2009,28.9,22.1,92,66,129,ME,2,94
SGS,Tchourou2,July,2009,29.5,21.7,92,65,312.1,ME,3,12300
SGS,Tchourou2,August,2009,28.9,22.1,92,66,129,ME,3,592
NGS,Ndali,May,2007,34.1,23.1,91,55,213.1,ME,1,396
NGS,Ndali,July,2007,30.9,22,91,62,65.1,ME,1,11295
NGS,Ndali,May,2007,34.1,23.1,91,55,213.1,ME,2,349
NGS,Ndali,July,2007,30.9,22,91,62,65.1,ME,2,10975
NGS,Ndali,May,2007,34.1,23.1,91,55,213.1,ME,3,347
NGS,Ndali,July,2007,30.9,22,91,62,65.1,ME,3,16963
NGS,Parakou,May,2007,34.1,23.1,91,55,213.1,ME,1,262
NGS,Parakou,July,2007,30.9,22,91,62,65.1,ME,1,10953
NGS,Parakou,May,2007,34.1,23.1,91,55,213.1,ME,2,483
NGS,Parakou,July,2007,30.9,22,91,62,65.1,ME,2,8350
SGS,Akofodjoule,December,2004,35.7,23.5,91,40,0,ME,1,67
SGS,Akofodjoule,February,2005,37.9,24.8,91,36,0,ME,1,65
SGS,Akofodjoule,March,2006,37,24.1,91,42,0,ME,1,432
SGS,Akofodjoule,April,2006,37.2,24.8,91,44,81.8,ME,1,7553
SGS,Bassila,May,2007,34.1,23.1,91,55,148.3,ME,1,6167
SGS,Bassila,July,2007,30.9,22,91,62,101,ME,1,11730
SGS,Bassila,February,2008,34.1,23.1,91,55,148.3,ME,2,15
SGS,Bassila,April,2008,30.9,22,91,62,101,ME,2,111
SGS,Bassila,April,2009,34.1,23.1,91,55,148.3,ME,3,2567
SGS,Bassila,June,2009,30.9,22,91,62,101,ME,3,12305
SGS,Akofodjoule,November,2008,35.9,23.3,90.6,38,0,ME,1,33
SGS,Akofodjoule,November,2008,35.9,23.3,90.6,38,0,ME,2,32
NGS,Natitingou,May,2005,33.8,23.2,90,54,109.2,ME,1,2830
NGS,Natitingou,May,2009,34.6,23.5,90,59,67.5,ME,1,3051
NGS,Natitingou,May,2009,34.6,23.5,90,59,67.5,ME,2,5548
NGS,Natitingou,May,2009,34.6,23.5,90,59,67.5,ME,3,3224
NGS,Ndali,November,2007,35.7,22,90,38,2.1,ME,1,135
NGS,Ndali,May,2009,33.6,23.4,90,50,94.5,ME,1,1938
NGS,Ndali,November,2007,35.7,22,90,38,2.1,ME,2,162
NGS,Ndali,May,2009,33.6,23.4,90,50,94.5,ME,2,1780
NGS,Ndali,November,2007,35.7,22,90,38,2.1,ME,3,133
NGS,Ndali,May,2009,33.6,23.4,90,50,94.5,ME,3,2317
NGS,Papatia,May,2009,34.6,23.5,90,59,67.5,ME,1,1668
NGS,Papatia,May,2009,34.6,23.5,90,59,67.5,ME,2,966
NGS,Papatia,May,2009,34.6,23.5,90,59,67.5,ME,3,993
NGS,Parakou,November,2007,35.7,22,90,38,2.1,ME,1,72
NGS,Parakou,May,2009,33.6,23.4,90,50,94.5,ME,1,793
NGS,Parakou,November,2007,35.7,22,90,38,2.1,ME,2,66
NGS,Parakou,May,2009,33.6,23.4,90,50,94.5,ME,2,1182
NGS,Parakou,May,2009,33.6,23.4,90,50,94.5,ME,3,3245
SGS,Akofodjoule,February,2006,38,24.6,90,37,0,ME,1,590
SGS,Akofodjoule,February,2009,37.2,24.2,90,36,0,ME,1,322
SGS,Akofodjoule,April,2010,36.3,24.9,90,46,105.8,ME,1,191
SGS,Akofodjoule,July,2010,30.6,22.7,90,62,217.8,ME,1,975
SGS,Akofodjoule,February,2009,37.2,24.2,90,36,0,ME,2,228
SGS,Akofodjoule,April,2010,36.3,24.9,90,46,105.8,ME,2,178
SGS,Akofodjoule,July,2010,30.6,22.7,90,62,217.8,ME,2,1025
SGS,Akofodjoule,February,2009,37.2,24.2,90,36,0,ME,3,46
SGS,Akofodjoule,April,2010,36.3,24.9,90,46,105.8,ME,3,5
SGS,Akofodjoule,July,2010,30.6,22.7,90,62,217.8,ME,3,1070
SGS,Alafiarou1,May,2009,33.6,23.4,90,50,208.4,ME,1,923
SGS,Alafiarou1,May,2009,33.6,23.4,90,50,208.4,ME,2,1213
SGS,Alafiarou1,May,2009,33.6,23.4,90,50,208.4,ME,3,395
SGS,Alafiarou2,May,2009,33.6,23.4,90,50,208.4,ME,1,2165
SGS,Alafiarou2,May,2009,33.6,23.4,90,50,208.4,ME,2,2365
SGS,Alafiarou2,May,2009,33.6,23.4,90,50,208.4,ME,3,1347
SGS,Bassila,November,2007,35.7,22,90,38,2,ME,1,918
SGS,Bassila,May,2009,33.6,23.4,90,50,127.7,ME,1,10795
SGS,Bassila,August,2008,35.7,22,90,38,2,ME,2,2102
SGS,Bassila,February,2010,33.6,23.4,90,50,127.7,ME,2,94
SGS,Bassila,October,2009,35.7,22,90,38,2,ME,3,70
SGS,Mondjigangan,April,2010,36.3,24.9,90,46,105.8,ME,1,123
SGS,Mondjigangan,July,2010,30.6,22.7,90,62,217.8,ME,1,3725
SGS,Mondjigangan,April,2010,36.3,24.9,90,46,105.8,ME,2,52
SGS,Mondjigangan,July,2010,30.6,22.7,90,62,217.8,ME,2,2920
SGS,Mondjigangan,April,2010,36.3,24.9,90,46,105.8,ME,3,85
SGS,Mondjigangan,July,2010,30.6,22.7,90,62,217.8,ME,3,2958
SGS,Tchourou1,May,2009,33.6,23.4,90,50,208.4,ME,1,4083
SGS,Tchourou1,May,2009,33.6,23.4,90,50,208.4,ME,2,5713
SGS,Tchourou1,May,2009,33.6,23.4,90,50,208.4,ME,3,700
SGS,Tchourou2,May,2009,33.6,23.4,90,50,208.4,ME,1,1349
SGS,Tchourou2,May,2009,33.6,23.4,90,50,208.4,ME,2,1399
SGS,Tchourou2,May,2009,33.6,23.4,90,50,208.4,ME,3,575
NGS,Natitingou,June,2008,32.3,20.9,89.7,66,180.9,ME,1,1884
NGS,Natitingou,June,2008,32.3,20.9,89.7,66,180.9,ME,2,880
NGS,Natitingou,June,2008,32.3,20.9,89.7,66,180.9,ME,3,1254
NGS,Papatia,June,2008,32.3,20.9,89.7,66,180.9,ME,1,479
NGS,Papatia,June,2008,32.3,20.9,89.7,66,180.9,ME,2,302
FSM,Ketou,February,2008,37.1,24.4,89.2,28,0,ME,1,186
FSM,Ketou,February,2008,37.1,24.4,89.2,28,0,ME,2,198
